title,tokens,tokens_text,num_tokens,category,location,price_numeric
Ramkot Near Padma Colony House Is On Sale,"['ramkot', 'near', 'padma', 'colony', 'house', 'sale']",ramkot near padma colony house sale,6,House," Ramkot,  Kathmandu",26000000.0
"Swoyambhu , Karkhana Chowk House Is On Salw","['swoyambhu', 'karkhana', 'chowk', 'house', 'salw']",swoyambhu karkhana chowk house salw,5,House," Karkhana Chowk,  Swoyambhu ",38000000.0
"Sitapaila, 2 Crore House","['sitapaila', 'crore', 'house']",sitapaila crore house,3,House," Sitapaila,  Kathmandu",22000000.0
Towkhel House On Sale,"['towkhel', 'house', 'sale']",towkhel house sale,3,House," Sitapaila,  Kathmandu",20000000.0
Sitapaila Near Civil Home House Is On Sale,"['sitapaila', 'near', 'civil', 'home', 'house', 'sale']",sitapaila near civil home house sale,6,House,"Civil Home,  Sitapaila",27500000.0
"Sitapaila , Banglamukhi House Is On Sale","['sitapaila', 'banglamukhi', 'house', 'sale']",sitapaila banglamukhi house sale,4,House," Sitapaila,  Kathmandu",35000000.0
Thankot House,"['thankot', 'house']",thankot house,2,House," Thankot,  Kathmandu",22000000.0
Thankot Near To High Vision Colony House On Sale,"['thankot', 'near', 'high', 'vision', 'colony', 'house', 'sale']",thankot near high vision colony house sale,7,House," Thankot,  Kathmandu",18500000.0
Thankot Near To High Vision Colony House On Sale,"['thankot', 'near', 'high', 'vision', 'colony', 'house', 'sale']",thankot near high vision colony house sale,7,House," Thankot,  Kathmandu",11500000.0
Thankot Near To High Vision Colony House On Sale,"['thankot', 'near', 'high', 'vision', 'colony', 'house', 'sale']",thankot near high vision colony house sale,7,House," Thankot,  Kathmandu",17000000.0
"Kathmandu,Sanobharyang Bungalow On Sale","['kathmandusanobharyang', 'bungalow', 'sale']",kathmandusanobharyang bungalow sale,3,House,"Sanobharyang,  Kathmandu ",31000000.0
"Sitapaila,Syuchatar House On Sale","['sitapailasyuchatar', 'house', 'sale']",sitapailasyuchatar house sale,3,House," Sitapaila,  Kathmandu",23500000.0
"Kathmandu,Budhanilkanta,Italitar House On Sale","['kathmandubudhanilkantaitalitar', 'house', 'sale']",kathmandubudhanilkantaitalitar house sale,3,House,"Budhanilkanta,  Kathmandu",120000000.0
Bafal House On Sale,"['bafal', 'house', 'sale']",bafal house sale,3,House,"Bafal,  Kathmandu",45000000.0
"Imadol,Gwarkhu House On Sale","['imadolgwarkhu', 'house', 'sale']",imadolgwarkhu house sale,3,House," IMADOL,  LALITPUR",31500000.0
"Sitapaila,Sita Homes House On Sale","['sitapailasita', 'home', 'house', 'sale']",sitapailasita home house sale,4,House,"Sitapaila,  Kathmandu",30000000.0
Baniyatar House On Sale,"['baniyatar', 'house', 'sale']",baniyatar house sale,3,House," Baniyatar,  Kathmandu",60000000.0
Towkhel House On Sale,"['towkhel', 'house', 'sale']",towkhel house sale,3,House,"Towkhel,  Kathmandu",25500000.0
Kimdol House On Sale,"['kimdol', 'house', 'sale']",kimdol house sale,3,House," Kimdol,  Kathmandu",61500000.0
Dallu House On Sale,"['dallu', 'house', 'sale']",dallu house sale,3,House," Dallu,  Kathmandu",50000000.0
"Sitapaila, Sita Home Colony House Is On Sale","['sitapaila', 'sita', 'home', 'colony', 'house', 'sale']",sitapaila sita home colony house sale,6,House," Sitapaila,  Kathmandu",38500000.0
Sano Bharayang House on Sale,"['sano', 'bharayang', 'house', 'sale']",sano bharayang house sale,4,House," SANOBHARYANG,  KATHMANDU",36000000.0
Brand New Bafal House on Best Price,"['brand', 'new', 'bafal', 'house', 'best', 'price']",brand new bafal house best price,6,House," BAFAL,  KATHMANDU",28500000.0
Chamati New House on Sell,"['chamati', 'new', 'house', 'sell']",chamati new house sell,4,House," Chamati,  Kathmandu",35500000.0
Sitapaila Brand New House on Sale,"['sitapaila', 'brand', 'new', 'house', 'sale']",sitapaila brand new house sale,5,House," Sitapaila,  Kathmandu",55000000.0
House on Sale on Sitapaila,"['house', 'sale', 'sitapaila']",house sale sitapaila,3,House," Sitapaila,  Kathmandu",42500000.0
House for sale in Swayambhu,"['house', 'sale', 'swayambhu']",house sale swayambhu,3,House," Swayambhu,  Kathmandu",27000000.0
Sitapaila Brand New Home on Sale,"['sitapaila', 'brand', 'new', 'home', 'sale']",sitapaila brand new home sale,5,House," Sitapaila,  Kathmandu",22500000.0
Ramkot-Mahankal New House,"['ramkotmahankal', 'new', 'house']",ramkotmahankal new house,3,House," Ramkot,  Kathmandu",28500000.0
"Kalimati, Tankeshwor House and Land Sale","['kalimati', 'tankeshwor', 'house', 'land', 'sale']",kalimati tankeshwor house land sale,5,House," Kalimati,  Kathmandu",38000000.0
Padma Colony House Sale,"['padma', 'colony', 'house', 'sale']",padma colony house sale,4,House," Ramkot,  Kathmandu",42000000.0
Gongabu House for Sale,"['gongabu', 'house', 'sale']",gongabu house sale,3,House," Gongabu,  Kathmandu",24500000.0
Lalitpur/ Sangam Basti House On Sale,"['lalitpur', 'sangam', 'basti', 'house', 'sale']",lalitpur sangam basti house sale,5,House," Sangam Basti,  Lalitpur",68000000.0
Residential House at Golfutar / Bansbari,"['residential', 'house', 'golfutar', 'bansbari']",residential house golfutar bansbari,4,House," Bansbari,  Kathmandu",45000000.0
Bansbari Semi-Bungalow,"['bansbari', 'semibungalow']",bansbari semibungalow,2,House," Budhanilkantha,  Kathmandu",80000000.0
Sanobharyang Brand New House,"['sanobharyang', 'brand', 'new', 'house']",sanobharyang brand new house,4,House," Nagarjung,  Kathmandu",29900000.0
Halchowk House,"['halchowk', 'house']",halchowk house,2,House," Nagarjung,  Kathmandu",37500000.0
Bafal House for Sale,"['bafal', 'house', 'sale']",bafal house sale,3,House," Nagarjung,  Kathmandu",325000000.0
Dallu House On Sale,"['dallu', 'house', 'sale']",dallu house sale,3,House," Dallu,  Kathmandu",28500000.0
RANIBAN HOUSE FOR SALE,"['raniban', 'house', 'sale']",raniban house sale,3,House," NAGARJUNG,  KATHMANDU",60000000.0
Thulo Bharayang House on Sale,"['thulo', 'bharayang', 'house', 'sale']",thulo bharayang house sale,4,House," Thulo Bharayang,  Kathmandu",41500000.0
SANOBHARYANG HOUSE FOR SALE,"['sanobharyang', 'house', 'sale']",sanobharyang house sale,3,House," NAGARJUNG,  KATHMANDU",31500000.0
RADHA KRISHNA MANDIR HOUSE ON SALE,"['radha', 'krishna', 'mandir', 'house', 'sale']",radha krishna mandir house sale,5,House," RADHA KRISHNA,  KATHMANDU",26500000.0
Sano Bharayang House,"['sano', 'bharayang', 'house']",sano bharayang house,3,House," Sano Bhanrayang,  Kathmandu",37500000.0
BUDDHA CHOWK PROPERTY,"['buddha', 'chowk', 'property']",buddha chowk property,3,House,"BUDDHA CHOWK,  KATHMANDU",22500000.0
"Sano Bharayang, Tin Ghare House on Sale","['sano', 'bharayang', 'tin', 'ghare', 'house', 'sale']",sano bharayang tin ghare house sale,6,House," Sano bharayang,  Kathmandu",26000000.0
CHAMATI PROPERTY FOR SALE,"['chamati', 'property', 'sale']",chamati property sale,3,House," CHAMATI,  KATHMANDU",29500000.0
Swoyambhu House on Sale,"['swoyambhu', 'house', 'sale']",swoyambhu house sale,3,House," Swoyambhu,  Kathmandu",33500000.0
RANIBAN SUNRISE PROPERTY,"['raniban', 'sunrise', 'property']",raniban sunrise property,3,House," NAGARJUNG,  KATHMANDU",30000000.0
SITAPAILA-4 PROPERTY FOR SALE,"['sitapaila4', 'property', 'sale']",sitapaila4 property sale,3,House," SITAPAILA,  KATHMANDU",38500000.0
IMADOL PROPERTY FOR SALE,"['imadol', 'property', 'sale']",imadol property sale,3,House," LALITPUR,  IMADOL",27500000.0
IMADOL HOUSE FOR SALE,"['imadol', 'house', 'sale']",imadol house sale,3,House," IMADOL,  LALITPUR",27500000.0
IMADOL SHEETAL HEIGHT HOUSE,"['imadol', 'sheetal', 'height', 'house']",imadol sheetal height house,4,House," IMADOL,  LALITPUR",34500000.0
SANOBHARYANG HOUSE FOR SALE,"['sanobharyang', 'house', 'sale']",sanobharyang house sale,3,House," SANOBHARYANG,  KATHMANDU",49000000.0
CHAMATI HOUSE FOR SALE,"['chamati', 'house', 'sale']",chamati house sale,3,House," CHAMATI,  KATHMANDU",27000000.0
SORAKHUTTE-16 HOUSE ON SALE,"['sorakhutte16', 'house', 'sale']",sorakhutte16 house sale,3,House," SORAKHUTTE,  KATHMANDU",25000000.0
House for sale,"['house', 'sale']",house sale,2,House," Imadol,  lalitpur",27500000.0
"Bhaisepati, Wai Wai Chowk House on Sale","['bhaisepati', 'wai', 'wai', 'chowk', 'house', 'sale']",bhaisepati wai wai chowk house sale,6,House," Bhaisepati,  Kathmandu",38000000.0
Sitapaila House on Sale,"['sitapaila', 'house', 'sale']",sitapaila house sale,3,House," Sitapaila,  Kathmandu",39000000.0
LAZIMPAT PROPERTY ON SALE,"['lazimpat', 'property', 'sale']",lazimpat property sale,3,House," LAZIMPAT,  KATHMANDU",15500000.0
BANESHWOR-10 HOUSE ON SALE,"['baneshwor10', 'house', 'sale']",baneshwor10 house sale,3,House," BANESHWOR,  KATHMANDU",33000000.0
"Chyasindol, Tokha House on Sale","['chyasindol', 'tokha', 'house', 'sale']",chyasindol tokha house sale,4,House," Budhanilkantha,  Kathmandu",14500000.0
Dhapasi Height Bungalow,"['dhapasi', 'height', 'bungalow']",dhapasi height bungalow,3,House," Dhapasi Height,  Kathmandu",127500000.0
Hattiban Tradtion Fusion Home,"['hattiban', 'tradtion', 'fusion', 'home']",hattiban tradtion fusion home,4,House," Hattiban,  Lalitpur",21500000.0
Sitapaila House Sale,"['sitapaila', 'house', 'sale']",sitapaila house sale,3,House," Sitapaila,  Kathmandu",28500000.0
Tahachal Brand New Houses,"['tahachal', 'brand', 'new', 'house']",tahachal brand new house,4,House,"Bafal,  Kathmandu",41000000.0
Dallu House Sale,"['dallu', 'house', 'sale']",dallu house sale,3,House," Dallu,  Kathmandu",47000000.0
Sano Bharayang Family House,"['sano', 'bharayang', 'family', 'house']",sano bharayang family house,4,House,"Nagarjung,  Kathmandu",25500000.0
Sano Bharayang House,"['sano', 'bharayang', 'house']",sano bharayang house,3,House," Nagarjung,  Kathmandu",32000000.0
CHANDRAGIRI-6 / RADHAKRISHNA HOUSE ON SALE,"['chandragiri6', 'radhakrishna', 'house', 'sale']",chandragiri6 radhakrishna house sale,4,House," CHANDRAGIRI,  KATHMANDU",26500000.0
CHANDRAGIRI-6 / RADHAKRISHNA HOUSE ON SALE,"['chandragiri6', 'radhakrishna', 'house', 'sale']",chandragiri6 radhakrishna house sale,4,House," CHANDRAGIRI,  KATHMANDU",23500000.0
CHAMATI HOUSE ON SALE,"['chamati', 'house', 'sale']",chamati house sale,3,House," CHAMATI,  KATHMANDU",26500000.0
SANOBHARYANG RESIDENTAL HOME FOR SALE,"['sanobharyang', 'residental', 'home', 'sale']",sanobharyang residental home sale,4,House," SANOBHARYANG,  KATHMANDU",39800000.0
DHAPAKHEL / GAURIGAUN HOUSE ON SALE,"['dhapakhel', 'gaurigaun', 'house', 'sale']",dhapakhel gaurigaun house sale,4,House," HATTIBAN,  LALITPUR",34000000.0
BHAKTAPUR/ KAUSHALTAR House On Sale,"['bhaktapur', 'kaushaltar', 'house', 'sale']",bhaktapur kaushaltar house sale,4,House," KAUSHALTAR,  BHAKTAPUR",32000000.0
Syuchatar Brand New Home,"['syuchatar', 'brand', 'new', 'home']",syuchatar brand new home,4,House," Syuchatar,  Kathmandu",39500000.0
New Adheshwor House On Sale,"['new', 'adheshwor', 'house', 'sale']",new adheshwor house sale,4,House," Sitapaila,  Kathmandu",28500000.0
"Sitapaila, Adheshwor House On Sale","['sitapaila', 'adheshwor', 'house', 'sale']",sitapaila adheshwor house sale,4,House," Sitapaila,  Kathmandu",26000000.0
Dhungedhara/Sano-Bharyang House On Sale,"['dhungedharasanobharyang', 'house', 'sale']",dhungedharasanobharyang house sale,3,House," Sano-Bharyang,  Kathmandu",30000000.0
Satungal House On Sale,"['satungal', 'house', 'sale']",satungal house sale,3,House," Satungal,  Kathmandu",19500000.0
Satungal House On Sale,"['satungal', 'house', 'sale']",satungal house sale,3,House," Satungal,  Kathmandu",18500000.0
Naikap House On Sale,"['naikap', 'house', 'sale']",naikap house sale,3,House," Naicap,  Kathmandu",46500000.0
Nakhu House on Sale,"['nakhu', 'house', 'sale']",nakhu house sale,3,House," Bhaisepati,  Lalitpur",29000000.0
House on sale,"['house', 'sale']",house sale,2,House,"Gokarneswhor,  Kathmandu",35000000.0
Hattiban House on Sale,"['hattiban', 'house', 'sale']",hattiban house sale,3,House," Hattiban,  Lalitpur",21500000.0
"House for sale -Thaiba,Godamchaur(6.2kmFromSatdobato)","['house', 'sale', 'thaibagodamchaur62kmfromsatdobato']",house sale thaibagodamchaur62kmfromsatdobato,3,House," Godamchaur,  Lalitpur",29000000.0
Nagarjung House on Sale,"['nagarjung', 'house', 'sale']",nagarjung house sale,3,House,"Sano Bharayang,  Kathmandu",22500000.0
Two Raniban House On Sale,"['two', 'raniban', 'house', 'sale']",two raniban house sale,4,House,"Raniban,  Kathmandu",32000000.0
Sitapaila House On Sale,"['sitapaila', 'house', 'sale']",sitapaila house sale,3,House," Sitapaila,  Kathmandu",28500000.0
Saranpur House on Sale,"['saranpur', 'house', 'sale']",saranpur house sale,3,House," Sitapaila,  Kathmandu",55000000.0
Kohinoor House for Sale,"['kohinoor', 'house', 'sale']",kohinoor house sale,3,House," Bafal,  Kathmandu",40000000.0
Kuleshwor House& Land on Sale,"['kuleshwor', 'house', 'land', 'sale']",kuleshwor house land sale,4,House,"Kuleshwor,  Kathmandu",75000000.0
Dahachok House for Sale,"['dahachok', 'house', 'sale']",dahachok house sale,3,House," Chandagiri,  Kathmandu",27000000.0
Bhaisepati House on Sale,"['bhaisepati', 'house', 'sale']",bhaisepati house sale,3,House," Bhaisepati,  Lalitpur",60000000.0
Bhaisepati House for Sale,"['bhaisepati', 'house', 'sale']",bhaisepati house sale,3,House," Bhaisepati,  Lalitpur",37500000.0
Imadol New House on Sale,"['imadol', 'new', 'house', 'sale']",imadol new house sale,4,House," Imadol,  Lalitpur",28500000.0
Sitapaila Bungalow on Sale,"['sitapaila', 'bungalow', 'sale']",sitapaila bungalow sale,3,House," Sitapaila,  Kathmandu",60000000.0
Buddha Chowk House On Sale,"['buddha', 'chowk', 'house', 'sale']",buddha chowk house sale,4,House," Nagarjung,  Kathmandu",31000000.0
Rai Chowk House on Sale,"['rai', 'chowk', 'house', 'sale']",rai chowk house sale,4,House," Nagarjung,  Karhmandu",27500000.0
Bafal House for Sale,"['bafal', 'house', 'sale']",bafal house sale,3,House," Bafal,  Kathmandu",28500000.0
SItapaila House on Sale,"['sitapaila', 'house', 'sale']",sitapaila house sale,3,House," Sitapaila,  Kathmandu",22000000.0
Bafal Brand New House,"['bafal', 'brand', 'new', 'house']",bafal brand new house,4,House," Bafal,  Kathmandu",28500000.0
Bhimdhunga House,"['bhimdhunga', 'house']",bhimdhunga house,2,House," Nagarjung,  Kathmndu",20500000.0
Sitapaila House,"['sitapaila', 'house']",sitapaila house,2,House," Nagarjung,  Kathmandu",18000000.0
SItapaila 6 Plots House on sale,"['sitapaila', 'plot', 'house', 'sale']",sitapaila plot house sale,4,House," Sitapaila,  Kathmandu",35000000.0
Nakhu House,"['nakhu', 'house']",nakhu house,2,House," Nakhu,  Lalitpur",39000000.0
Ekdhara House,"['ekdhara', 'house']",ekdhara house,2,House," Nagarjung-3,  Kathmandu",47000000.0
Sitapaila Bungalow,"['sitapaila', 'bungalow']",sitapaila bungalow,2,House," Sitapaila,  Kathmandu",50000000.0
Banglow House for Sale,"['banglow', 'house', 'sale']",banglow house sale,3,House," Sitapaila,  Kathmandu",37500000.0
Residential House For Sale.,"['residential', 'house', 'sale']",residential house sale,3,House," Ramkot,  Kathmandu",24000000.0
Dallu House,"['dallu', 'house']",dallu house,2,House," Dallu,  Kathmandu",29500000.0
Upper Bhangal Bungalow,"['upper', 'bhangal', 'bungalow']",upper bhangal bungalow,3,House," Budhanilkantha,  Kathmandu",125000000.0
Residential Bungalow For Sale.,"['residential', 'bungalow', 'sale']",residential bungalow sale,3,House," Sita-paila,  Kathmandu",33500000.0
Brand New House For Sale.,"['brand', 'new', 'house', 'sale']",brand new house sale,4,House," Sitapaila-5,  Kathmandu",29000000.0
Brand New House For Sale.,"['brand', 'new', 'house', 'sale']",brand new house sale,4,House," Bafal,  Kathmandu",28500000.0
Residential House For Sale.,"['residential', 'house', 'sale']",residential house sale,3,House," Lolang,  Kathmandu",18500000.0
Residential House For Sale.,"['residential', 'house', 'sale']",residential house sale,3,House," Thulo bharyang,  Kathmandu",28000000.0
Thulo Bharayang House,"['thulo', 'bharayang', 'house']",thulo bharayang house,3,House," Thulo Bharayang,  Kathmandu",32500000.0
Ramkot House,"['ramkot', 'house']",ramkot house,2,House," Ramkot,  Kathmandu",30500000.0
Sangam Semi-Commercial House,"['sangam', 'semicommercial', 'house']",sangam semicommercial house,3,House," Tarkeshwor,  Kathmandu",36000000.0
Residential Bungalow For Sale.,"['residential', 'bungalow', 'sale']",residential bungalow sale,3,House," Sitapaila,  Kathmandu",26500000.0
Sano Bharayang House,"['sano', 'bharayang', 'house']",sano bharayang house,3,House," Sano bharyang,  Kathmandu",43000000.0
Adeshwor House,"['adeshwor', 'house']",adeshwor house,2,House," Sitapaila,  Kathmandu",30500000.0
Sitapaila House,"['sitapaila', 'house']",sitapaila house,2,House," Sitapaila,  Kathmandu",23500000.0
Dallu New House,"['dallu', 'new', 'house']",dallu new house,3,House," Dallu,  Kathmandu",46500000.0
Syuchatar House,"['syuchatar', 'house']",syuchatar house,2,House," Syuchatar,  Kathmandu",22000000.0
Dallu House,"['dallu', 'house']",dallu house,2,House," dallu,  kathmandu",40000000.0
Banglamukhi House,"['banglamukhi', 'house']",banglamukhi house,2,House," Banglamukhi,  Kathmandu",29000000.0
Beautiful House On Sale.,"['beautiful', 'house', 'sale']",beautiful house sale,3,House," Sano bharyang,  Rumba chowk",27500000.0
Raniban house For Sale,"['raniban', 'house', 'sale']",raniban house sale,3,House," Nagarjung,  Kathmandu",20000000.0
Semi-commercial property in Raniban,"['semicommercial', 'property', 'raniban']",semicommercial property raniban,3,House," Raniban,  Kathmandu",62000000.0
House on Magargaun,"['house', 'magargaun']",house magargaun,2,House," Magargaun,  Lalitpur",30000000.0
Raniban New House,"['raniban', 'new', 'house']",raniban new house,3,House," Raniban,  Kathmandu",47500000.0
Hatti Gauda House,"['hatti', 'gauda', 'house']",hatti gauda house,3,House,"Hatti Gauda,  Kathmandu",30000000.0
Hatigauda House,"['hatigauda', 'house']",hatigauda house,2,House," Hatigauda,  Kathmandu",26000000.0
Chandagiri House,"['chandagiri', 'house']",chandagiri house,2,House," Chandagiri,  Kathmandu",25500000.0
Ramkot House,"['ramkot', 'house']",ramkot house,2,House," Raamkot,  Kathmandu",18500000.0
